message_id,user_id,user_is_bot,user_first_name,chat_id,chat_type,text,date,context_date
28,16,False,Queila,123456789,group,Simulação de chat: linha 28,1762129226,2025-11-03
29,50,False,Olivia,123456789,group,Detalhe técnico 29 no pipeline,1761978299,2025-11-01
30,43,False,Felipe,123456789,group,Resposta 30 da simulação,1762062543,2025-11-02
31,43,False,Paulo,123456789,group,Resposta 31 da simulação,1762121846,2025-11-02
32,34,False,Bruno,123456789,group,Exemplo de conteúdo sintético 32,1762263047,2025-11-04
33,50,False,Giovana,123456789,group,Comentário rápido 33,1761989065,2025-11-01
34,41,False,Diego,123456789,group,Mensagem de teste número 34,1762143601,2025-11-03
35,6,False,Bruno,123456789,group,Mensagem curta 35,1762109021,2025-11-02
36,24,False,Queila,123456789,group,Exemplo de conteúdo sintético 36,1762314870,2025-11-05
37,47,False,Olivia,123456789,group,Discussão sobre o projeto 37,1762256489,2025-11-04
38,23,False,Lucas,123456789,group,Mensagem curta 38,1762074858,2025-11-02
39,35,False,Tiago,123456789,group,Mensagem curta 39,1762352517,2025-11-05
40,5,False,Felipe,123456789,group,Mensagem curta 40,1762136457,2025-11-03
41,19,True,Rafael,123456789,group,"Olá, esta é a mensagem 41",1762083687,2025-11-02
42,14,True,João,123456789,group,Conversa aleatória 42,1762211746,2025-11-03
43,14,False,Diego,123456789,group,Mensagem de teste número 43,1762367204,2025-11-05
44,14,False,Lucas,123456789,group,Mensagem de teste número 44,1761964014,2025-11-01
45,7,False,Carla,123456789,group,Detalhe técnico 45 no pipeline,1762099963,2025-11-02
46,16,True,Paulo,123456789,group,Simulação de chat: linha 46,1762176730,2025-11-03
47,24,True,Giovana,123456789,group,Mensagem curta 47,1762044329,2025-11-02
48,36,False,Marina,123456789,group,"Olá, esta é a mensagem 48",1762337917,2025-11-05
49,8,False,Diego,123456789,group,Exemplo de conteúdo sintético 49,1762223917,2025-11-04
50,5,True,Lucas,123456789,group,Simulação de chat: linha 50,1761990422,2025-11-01
51,9,False,Marina,123456789,group,Mensagem curta 51,1762316379,2025-11-05
52,8,False,Marina,123456789,group,Comentário rápido 52,1762135835,2025-11-03
53,40,False,Diego,123456789,group,Mensagem curta 53,1761983759,2025-11-01
54,30,False,Queila,123456789,group,Simulação de chat: linha 54,1762158995,2025-11-03
55,15,False,João,123456789,group,Comentário rápido 55,1761969445,2025-11-01
56,25,False,Diego,123456789,group,Discussão sobre o projeto 56,1762279384,2025-11-04
57,14,False,Nicolas,123456789,group,Exemplo de conteúdo sintético 57,1762360166,2025-11-05
58,47,False,Sara,123456789,group,Detalhe técnico 58 no pipeline,1762090348,2025-11-02
59,41,False,Sara,123456789,group,"Olá, esta é a mensagem 59",1762294772,2025-11-04
60,27,True,Queila,123456789,group,Mensagem de teste número 60,1762337821,2025-11-05
61,19,True,João,123456789,group,Conversa aleatória 61,1762304012,2025-11-05
62,8,False,Karen,123456789,group,Conversa aleatória 62,1762089486,2025-11-02
63,34,False,Paulo,123456789,group,Exemplo de conteúdo sintético 63,1762136174,2025-11-03
64,33,False,Giovana,123456789,group,Resposta 64 da simulação,1762192606,2025-11-03
65,17,False,Rafael,123456789,group,Discussão sobre o projeto 65,1762268098,2025-11-04
66,12,False,Giovana,123456789,group,Conversa aleatória 66,1762214913,2025-11-04
67,28,False,Isabela,123456789,group,Discussão sobre o projeto 67,1762328967,2025-11-05
68,41,True,Bruno,123456789,group,Mensagem curta 68,1762326777,2025-11-05
69,32,False,Marina,123456789,group,Discussão sobre o projeto 69,1762266654,2025-11-04
70,13,True,Diego,123456789,group,Mensagem curta 70,1762035009,2025-11-01
71,27,False,Nicolas,123456789,group,Conversa aleatória 71,1762241218,2025-11-04
72,50,False,Tiago,123456789,group,Mensagem curta 72,1762376744,2025-11-05
73,43,True,Karen,123456789,group,"Olá, esta é a mensagem 73",1762321986,2025-11-05
74,26,False,Nicolas,123456789,group,Mensagem de teste número 74,1762326106,2025-11-05
75,17,False,Isabela,123456789,group,Conversa aleatória 75,1762075373,2025-11-02
76,5,False,Alice,123456789,group,Mensagem curta 76,1762017735,2025-11-01
77,1,True,Sara,123456789,group,Discussão sobre o projeto 77,1762121641,2025-11-02
78,7,False,Queila,123456789,group,Comentário rápido 78,1762372389,2025-11-05
79,38,False,Olivia,123456789,group,Detalhe técnico 79 no pipeline,1762158943,2025-11-03
80,44,False,Sara,123456789,group,Mensagem de teste número 80,1761970578,2025-11-01
81,50,True,Marina,123456789,group,Simulação de chat: linha 81,1762070309,2025-11-02
82,26,False,Karen,123456789,group,Discussão sobre o projeto 82,1762314960,2025-11-05
83,9,False,Sara,123456789,group,Mensagem curta 83,1762322821,2025-11-05
84,34,True,Bruno,123456789,group,Detalhe técnico 84 no pipeline,1762222650,2025-11-04
85,47,False,Diego,123456789,group,Detalhe técnico 85 no pipeline,1762194865,2025-11-03
86,10,True,Carla,123456789,group,Mensagem de teste número 86,1762110102,2025-11-02
87,5,False,Eva,123456789,group,"Olá, esta é a mensagem 87",1762369646,2025-11-05
88,7,False,Karen,123456789,group,Detalhe técnico 88 no pipeline,1762034663,2025-11-01
89,49,False,Queila,123456789,group,Mensagem curta 89,1762313370,2025-11-05
90,34,False,Paulo,123456789,group,Detalhe técnico 90 no pipeline,1762036277,2025-11-01
91,49,True,Bruno,123456789,group,Detalhe técnico 91 no pipeline,1762340495,2025-11-05
92,28,False,Rafael,123456789,group,Discussão sobre o projeto 92,1762098606,2025-11-02
93,37,False,Hugo,123456789,group,Mensagem de teste número 93,1762277100,2025-11-04
94,49,False,Queila,123456789,group,Detalhe técnico 94 no pipeline,1762351855,2025-11-05
95,37,True,Paulo,123456789,group,Mensagem de teste número 95,1762338518,2025-11-05
96,40,True,Lucas,123456789,group,Detalhe técnico 96 no pipeline,1762216746,2025-11-04
97,15,True,Olivia,123456789,group,Conversa aleatória 97,1762066047,2025-11-02
98,12,False,Bruno,123456789,group,Mensagem curta 98,1762346736,2025-11-05
99,47,True,João,123456789,group,Detalhe técnico 99 no pipeline,1762194977,2025-11-03
100,21,False,Paulo,123456789,group,Conversa aleatória 100,1762332925,2025-11-05
101,6,False,Tiago,123456789,group,Mensagem curta 101,1762041136,2025-11-01
102,23,False,Isabela,123456789,group,Detalhe técnico 102 no pipeline,1762319774,2025-11-05
103,50,False,Rafael,123456789,group,Discussão sobre o projeto 103,1762289337,2025-11-04
104,6,True,Olivia,123456789,group,Mensagem curta 104,1762306115,2025-11-05
105,18,False,Paulo,123456789,group,Resposta 105 da simulação,1761972559,2025-11-01
106,16,True,Felipe,123456789,group,Conversa aleatória 106,1762055695,2025-11-02
107,30,False,Olivia,123456789,group,Comentário rápido 107,1762053454,2025-11-02
108,8,False,Lucas,123456789,group,Conversa aleatória 108,1762309921,2025-11-05
109,36,False,Felipe,123456789,group,Exemplo de conteúdo sintético 109,1762315849,2025-11-05
110,3,False,Hugo,123456789,group,Resposta 110 da simulação,1762180240,2025-11-03
111,41,False,Paulo,123456789,group,Comentário rápido 111,1762111199,2025-11-02
112,26,False,Hugo,123456789,group,Exemplo de conteúdo sintético 112,1762379271,2025-11-05
113,27,False,Nicolas,123456789,group,Mensagem de teste número 113,1762341053,2025-11-05
114,12,False,Isabela,123456789,group,Mensagem de teste número 114,1762234714,2025-11-04
115,48,False,Queila,123456789,group,Simulação de chat: linha 115,1762322520,2025-11-05
116,19,True,Queila,123456789,group,Discussão sobre o projeto 116,1762087986,2025-11-02
117,5,True,Rafael,123456789,group,Conversa aleatória 117,1761962604,2025-11-01
118,47,False,João,123456789,group,Conversa aleatória 118,1762051850,2025-11-02
119,41,True,Alice,123456789,group,Detalhe técnico 119 no pipeline,1762322299,2025-11-05
120,41,False,Paulo,123456789,group,Mensagem curta 120,1762108658,2025-11-02
121,31,True,Alice,123456789,group,Resposta 121 da simulação,1762103329,2025-11-02
122,27,False,Giovana,123456789,group,Resposta 122 da simulação,1762347531,2025-11-05
123,42,False,Marina,123456789,group,Comentário rápido 123,1762194221,2025-11-03
124,32,False,Bruno,123456789,group,"Olá, esta é a mensagem 124",1762322588,2025-11-05
125,22,False,Eva,123456789,group,Discussão sobre o projeto 125,1762226736,2025-11-04
126,12,False,Lucas,123456789,group,Simulação de chat: linha 126,1762245021,2025-11-04
127,37,False,Giovana,123456789,group,Mensagem curta 127,1762251730,2025-11-04
128,35,False,Lucas,123456789,group,Mensagem curta 128,1762156076,2025-11-03
129,34,True,Eva,123456789,group,Comentário rápido 129,1762201726,2025-11-03
130,17,False,Tiago,123456789,group,Simulação de chat: linha 130,1762174670,2025-11-03
131,25,False,Nicolas,123456789,group,Conversa aleatória 131,1762058913,2025-11-02
132,27,True,Nicolas,123456789,group,Detalhe técnico 132 no pipeline,1762268657,2025-11-04
133,9,False,João,123456789,group,Simulação de chat: linha 133,1762301555,2025-11-05
134,35,False,Rafael,123456789,group,Discussão sobre o projeto 134,1762030507,2025-11-01
135,48,False,Isabela,123456789,group,Exemplo de conteúdo sintético 135,1762182337,2025-11-03
136,37,False,Marina,123456789,group,Exemplo de conteúdo sintético 136,1762050716,2025-11-02
137,37,False,Paulo,123456789,group,Mensagem de teste número 137,1762041430,2025-11-01
138,41,False,Hugo,123456789,group,Exemplo de conteúdo sintético 138,1762093606,2025-11-02
139,50,True,Isabela,123456789,group,Simulação de chat: linha 139,1762037765,2025-11-01
140,13,False,Hugo,123456789,group,Exemplo de conteúdo sintético 140,1762178585,2025-11-03
141,27,False,Bruno,123456789,group,Comentário rápido 141,1762143007,2025-11-03
142,29,False,Olivia,123456789,group,Conversa aleatória 142,1762090107,2025-11-02
143,34,False,Tiago,123456789,group,Resposta 143 da simulação,1762019155,2025-11-01
144,40,False,Felipe,123456789,group,Detalhe técnico 144 no pipeline,1761995675,2025-11-01
145,7,True,Queila,123456789,group,Mensagem de teste número 145,1762373267,2025-11-05
146,6,False,Isabela,123456789,group,Discussão sobre o projeto 146,1762136979,2025-11-03
147,37,False,Diego,123456789,group,Simulação de chat: linha 147,1762296372,2025-11-04
148,34,False,Nicolas,123456789,group,Conversa aleatória 148,1762245893,2025-11-04
149,41,True,Bruno,123456789,group,Detalhe técnico 149 no pipeline,1762096607,2025-11-02
150,19,False,Felipe,123456789,group,Simulação de chat: linha 150,1762327089,2025-11-05
151,49,False,Bruno,123456789,group,Comentário rápido 151,1762052193,2025-11-02
152,22,False,João,123456789,group,Comentário rápido 152,1762333663,2025-11-05
153,9,False,Marina,123456789,group,Conversa aleatória 153,1762383381,2025-11-05
154,40,False,Lucas,123456789,group,Mensagem de teste número 154,1761995302,2025-11-01
155,33,True,João,123456789,group,Conversa aleatória 155,1761957830,2025-11-01
156,48,False,Marina,123456789,group,Exemplo de conteúdo sintético 156,1762136211,2025-11-03
157,44,False,Bruno,123456789,group,Exemplo de conteúdo sintético 157,1761962848,2025-11-01
158,30,False,Isabela,123456789,group,Simulação de chat: linha 158,1762014720,2025-11-01
159,5,False,Giovana,123456789,group,Resposta 159 da simulação,1762364965,2025-11-05
160,15,True,Eva,123456789,group,Comentário rápido 160,1761995906,2025-11-01
161,1,False,Marina,123456789,group,Simulação de chat: linha 161,1762174544,2025-11-03
162,40,False,Nicolas,123456789,group,Exemplo de conteúdo sintético 162,1762309439,2025-11-05
163,3,True,Alice,123456789,group,Mensagem curta 163,1762186666,2025-11-03
164,42,False,Marina,123456789,group,Mensagem de teste número 164,1762137599,2025-11-03
165,2,False,Bruno,123456789,group,Discussão sobre o projeto 165,1762227577,2025-11-04
166,5,False,Lucas,123456789,group,Detalhe técnico 166 no pipeline,1762379461,2025-11-05
167,13,False,Nicolas,123456789,group,Simulação de chat: linha 167,1762164531,2025-11-03
168,39,True,Giovana,123456789,group,Simulação de chat: linha 168,1761969654,2025-11-01
169,15,False,Nicolas,123456789,group,Exemplo de conteúdo sintético 169,1762030920,2025-11-01
170,1,False,Tiago,123456789,group,Conversa aleatória 170,1762220976,2025-11-04
171,50,True,Marina,123456789,group,Mensagem curta 171,1762038857,2025-11-01
172,43,False,Bruno,123456789,group,Exemplo de conteúdo sintético 172,1762134048,2025-11-03
173,49,True,Queila,123456789,group,Resposta 173 da simulação,1762224410,2025-11-04
174,35,True,Olivia,123456789,group,Detalhe técnico 174 no pipeline,1762201562,2025-11-03
175,23,False,Felipe,123456789,group,Detalhe técnico 175 no pipeline,1762049261,2025-11-02
176,26,False,Karen,123456789,group,Conversa aleatória 176,1762191157,2025-11-03
177,5,True,Sara,123456789,group,Detalhe técnico 177 no pipeline,1762250988,2025-11-04
178,37,False,Carla,123456789,group,Simulação de chat: linha 178,1762056016,2025-11-02
179,5,False,Paulo,123456789,group,Detalhe técnico 179 no pipeline,1762347524,2025-11-05
180,31,False,Paulo,123456789,group,Discussão sobre o projeto 180,1762131876,2025-11-03
181,1,False,Alice,123456789,group,Mensagem de teste número 181,1762149207,2025-11-03
182,36,False,Bruno,123456789,group,Exemplo de conteúdo sintético 182,1762316525,2025-11-05
183,39,False,Hugo,123456789,group,Mensagem curta 183,1761991115,2025-11-01
184,23,False,Nicolas,123456789,group,Mensagem de teste número 184,1762280138,2025-11-04
185,44,False,Nicolas,123456789,group,Conversa aleatória 185,1762078094,2025-11-02
186,48,False,Alice,123456789,group,Exemplo de conteúdo sintético 186,1762068334,2025-11-02
187,27,False,Bruno,123456789,group,Conversa aleatória 187,1762065506,2025-11-02
188,48,False,Eva,123456789,group,Mensagem de teste número 188,1762226850,2025-11-04
189,35,False,Carla,123456789,group,Discussão sobre o projeto 189,1762205287,2025-11-03
190,6,True,João,123456789,group,Mensagem curta 190,1762142176,2025-11-03
191,5,False,Nicolas,123456789,group,Detalhe técnico 191 no pipeline,1762266347,2025-11-04
192,31,False,Carla,123456789,group,Conversa aleatória 192,1762358304,2025-11-05
193,8,False,Queila,123456789,group,Detalhe técnico 193 no pipeline,1762200836,2025-11-03
194,30,False,Giovana,123456789,group,"Olá, esta é a mensagem 194",1762156502,2025-11-03
195,15,False,João,123456789,group,"Olá, esta é a mensagem 195",1762255688,2025-11-04
196,12,False,Karen,123456789,group,Discussão sobre o projeto 196,1762089693,2025-11-02
197,30,False,Bruno,123456789,group,Comentário rápido 197,1762090715,2025-11-02
198,33,False,Felipe,123456789,group,Mensagem curta 198,1762240487,2025-11-04
199,18,False,Olivia,123456789,group,Simulação de chat: linha 199,1762143931,2025-11-03
200,32,False,Sara,123456789,group,"Olá, esta é a mensagem 200",1762333050,2025-11-05
201,41,False,Bruno,123456789,group,Exemplo de conteúdo sintético 201,1762005187,2025-11-01
202,47,True,Diego,123456789,group,Mensagem curta 202,1762087471,2025-11-02
203,14,True,Eva,123456789,group,Exemplo de conteúdo sintético 203,1762319911,2025-11-05
204,42,False,Isabela,123456789,group,Simulação de chat: linha 204,1761994926,2025-11-01
205,3,False,Isabela,123456789,group,Detalhe técnico 205 no pipeline,1762030249,2025-11-01
206,3,False,Queila,123456789,group,Conversa aleatória 206,1762324400,2025-11-05
207,25,False,Karen,123456789,group,Mensagem de teste número 207,1762190283,2025-11-03
208,38,True,Lucas,123456789,group,Mensagem de teste número 208,1762129609,2025-11-03
209,36,True,Marina,123456789,group,Mensagem curta 209,1761988962,2025-11-01
210,8,False,Hugo,123456789,group,Resposta 210 da simulação,1762008007,2025-11-01
211,26,False,Isabela,123456789,group,"Olá, esta é a mensagem 211",1762261024,2025-11-04
212,50,False,Hugo,123456789,group,Mensagem de teste número 212,1762367118,2025-11-05
213,39,False,Giovana,123456789,group,Resposta 213 da simulação,1761968565,2025-11-01
214,20,True,Hugo,123456789,group,Detalhe técnico 214 no pipeline,1762096800,2025-11-02
215,34,False,Bruno,123456789,group,Exemplo de conteúdo sintético 215,1762194688,2025-11-03
216,9,False,Queila,123456789,group,"Olá, esta é a mensagem 216",1762053950,2025-11-02
217,47,True,Alice,123456789,group,Mensagem de teste número 217,1762209192,2025-11-03
218,42,True,Bruno,123456789,group,Resposta 218 da simulação,1762385948,2025-11-05
219,26,False,Lucas,123456789,group,Simulação de chat: linha 219,1762374199,2025-11-05
220,5,True,João,123456789,group,Mensagem de teste número 220,1762365746,2025-11-05
221,24,False,Paulo,123456789,group,Resposta 221 da simulação,1762207758,2025-11-03
222,10,False,Sara,123456789,group,Mensagem de teste número 222,1762379762,2025-11-05
223,32,False,Lucas,123456789,group,Discussão sobre o projeto 223,1762316231,2025-11-05
224,25,True,Tiago,123456789,group,Discussão sobre o projeto 224,1762353809,2025-11-05
225,1,False,Hugo,123456789,group,Simulação de chat: linha 225,1762323290,2025-11-05
226,43,True,Tiago,123456789,group,Detalhe técnico 226 no pipeline,1762270418,2025-11-04
227,21,False,João,123456789,group,Resposta 227 da simulação,1762199136,2025-11-03
228,3,False,Queila,123456789,group,Conversa aleatória 228,1762332272,2025-11-05
229,45,False,Bruno,123456789,group,Simulação de chat: linha 229,1762383019,2025-11-05
230,25,False,Olivia,123456789,group,Resposta 230 da simulação,1762108911,2025-11-02
231,19,False,Olivia,123456789,group,Mensagem de teste número 231,1762167258,2025-11-03
232,30,False,Nicolas,123456789,group,Simulação de chat: linha 232,1762287800,2025-11-04
233,30,False,Olivia,123456789,group,Mensagem de teste número 233,1762374691,2025-11-05
234,6,False,Queila,123456789,group,Simulação de chat: linha 234,1761991195,2025-11-01
235,32,False,Bruno,123456789,group,"Olá, esta é a mensagem 235",1762074600,2025-11-02
236,17,False,Rafael,123456789,group,Resposta 236 da simulação,1762143301,2025-11-03
237,31,True,Lucas,123456789,group,Conversa aleatória 237,1762100785,2025-11-02
238,16,False,Carla,123456789,group,Comentário rápido 238,1762007580,2025-11-01
239,21,False,Bruno,123456789,group,Mensagem de teste número 239,1762144951,2025-11-03
240,32,False,Marina,123456789,group,Discussão sobre o projeto 240,1762300117,2025-11-04
241,44,False,Hugo,123456789,group,Exemplo de conteúdo sintético 241,1762299939,2025-11-04
242,46,False,Nicolas,123456789,group,Resposta 242 da simulação,1762276677,2025-11-04
243,32,True,Sara,123456789,group,Detalhe técnico 243 no pipeline,1762084324,2025-11-02
244,6,False,Diego,123456789,group,Comentário rápido 244,1762019306,2025-11-01
245,33,False,Bruno,123456789,group,Comentário rápido 245,1762299565,2025-11-04
246,49,False,Rafael,123456789,group,Resposta 246 da simulação,1762124957,2025-11-02
247,42,False,Rafael,123456789,group,Comentário rápido 247,1762386278,2025-11-05
248,18,False,Paulo,123456789,group,Resposta 248 da simulação,1761963422,2025-11-01
249,26,True,Diego,123456789,group,Comentário rápido 249,1762385392,2025-11-05
250,50,True,Rafael,123456789,group,"Olá, esta é a mensagem 250",1762168798,2025-11-03
251,13,False,Tiago,123456789,group,Mensagem curta 251,1762048058,2025-11-02
252,5,False,Sara,123456789,group,Mensagem de teste número 252,1762349568,2025-11-05
253,14,True,Carla,123456789,group,Comentário rápido 253,1762166954,2025-11-03
254,2,False,Sara,123456789,group,Detalhe técnico 254 no pipeline,1761987422,2025-11-01
255,19,False,Diego,123456789,group,Simulação de chat: linha 255,1762036845,2025-11-01
256,36,False,Eva,123456789,group,Comentário rápido 256,1762192851,2025-11-03
257,37,False,Alice,123456789,group,Mensagem curta 257,1762336102,2025-11-05
258,3,True,Diego,123456789,group,Mensagem curta 258,1762232797,2025-11-04
259,12,True,Paulo,123456789,group,Mensagem curta 259,1762164057,2025-11-03
260,26,False,Lucas,123456789,group,Resposta 260 da simulação,1762273861,2025-11-04
261,38,False,Carla,123456789,group,Comentário rápido 261,1762016016,2025-11-01
262,34,False,Eva,123456789,group,Comentário rápido 262,1762147491,2025-11-03
263,27,False,Karen,123456789,group,Mensagem de teste número 263,1762109514,2025-11-02
264,15,False,Giovana,123456789,group,Mensagem de teste número 264,1762266383,2025-11-04
265,6,False,Giovana,123456789,group,Conversa aleatória 265,1762091631,2025-11-02
266,10,False,Eva,123456789,group,Exemplo de conteúdo sintético 266,1761964820,2025-11-01
267,23,False,Giovana,123456789,group,Mensagem curta 267,1762339712,2025-11-05
268,50,False,Paulo,123456789,group,Mensagem de teste número 268,1761983184,2025-11-01
269,27,False,Sara,123456789,group,Exemplo de conteúdo sintético 269,1762223651,2025-11-04
270,50,True,Diego,123456789,group,Detalhe técnico 270 no pipeline,1762188275,2025-11-03
271,4,False,Felipe,123456789,group,Detalhe técnico 271 no pipeline,1762084453,2025-11-02
272,25,False,Lucas,123456789,group,Resposta 272 da simulação,1762139181,2025-11-03
273,5,False,Eva,123456789,group,Detalhe técnico 273 no pipeline,1762330353,2025-11-05
274,1,False,Hugo,123456789,group,Discussão sobre o projeto 274,1762340258,2025-11-05
275,45,False,Bruno,123456789,group,Resposta 275 da simulação,1761992753,2025-11-01
276,48,True,Sara,123456789,group,Discussão sobre o projeto 276,1762194632,2025-11-03
277,50,False,Marina,123456789,group,"Olá, esta é a mensagem 277",1762073603,2025-11-02
278,12,False,Nicolas,123456789,group,Mensagem de teste número 278,1762242834,2025-11-04
279,16,False,Bruno,123456789,group,Mensagem de teste número 279,1762213452,2025-11-03
280,30,False,Felipe,123456789,group,Exemplo de conteúdo sintético 280,1762182077,2025-11-03
281,43,False,Olivia,123456789,group,Mensagem curta 281,1762067950,2025-11-02
282,8,False,Paulo,123456789,group,Simulação de chat: linha 282,1762027216,2025-11-01
283,4,False,Karen,123456789,group,Mensagem de teste número 283,1762066055,2025-11-02
284,40,False,Alice,123456789,group,Mensagem de teste número 284,1761994288,2025-11-01
285,48,True,Tiago,123456789,group,"Olá, esta é a mensagem 285",1762094415,2025-11-02
286,41,False,Sara,123456789,group,Detalhe técnico 286 no pipeline,1762118207,2025-11-02
287,24,False,Alice,123456789,group,Conversa aleatória 287,1762057999,2025-11-02
288,6,False,Hugo,123456789,group,Resposta 288 da simulação,1762096797,2025-11-02
289,39,False,João,123456789,group,Discussão sobre o projeto 289,1762035908,2025-11-01
290,2,True,Eva,123456789,group,Detalhe técnico 290 no pipeline,1762213446,2025-11-03
291,15,False,Olivia,123456789,group,Mensagem curta 291,1762218874,2025-11-04
292,4,True,Hugo,123456789,group,Mensagem de teste número 292,1762078530,2025-11-02
293,40,False,Marina,123456789,group,Mensagem de teste número 293,1762304631,2025-11-05
294,6,False,Queila,123456789,group,Exemplo de conteúdo sintético 294,1762335963,2025-11-05
295,45,False,Rafael,123456789,group,Mensagem de teste número 295,1762078378,2025-11-02
296,16,False,Karen,123456789,group,"Olá, esta é a mensagem 296",1762334004,2025-11-05
297,8,False,Olivia,123456789,group,Simulação de chat: linha 297,1762236384,2025-11-04
298,44,False,Hugo,123456789,group,Discussão sobre o projeto 298,1761955590,2025-11-01
299,14,False,Eva,123456789,group,Simulação de chat: linha 299,1762042764,2025-11-02
300,22,False,Isabela,123456789,group,Detalhe técnico 300 no pipeline,1762367330,2025-11-05
301,27,False,Karen,123456789,group,"Olá, esta é a mensagem 301",1762319975,2025-11-05
302,13,True,Tiago,123456789,group,Comentário rápido 302,1762343500,2025-11-05
303,17,False,Alice,123456789,group,Discussão sobre o projeto 303,1762363154,2025-11-05
304,47,False,Nicolas,123456789,group,Discussão sobre o projeto 304,1762133367,2025-11-03
305,44,False,Nicolas,123456789,group,Mensagem curta 305,1762056576,2025-11-02
306,3,False,Sara,123456789,group,Comentário rápido 306,1762052515,2025-11-02
307,5,False,Isabela,123456789,group,Comentário rápido 307,1762294308,2025-11-04
308,2,False,Karen,123456789,group,Comentário rápido 308,1761964957,2025-11-01
309,24,False,Diego,123456789,group,Mensagem de teste número 309,1762310053,2025-11-05
310,30,False,Carla,123456789,group,Mensagem de teste número 310,1762115340,2025-11-02
311,15,True,Rafael,123456789,group,Simulação de chat: linha 311,1762259847,2025-11-04
312,9,True,João,123456789,group,Exemplo de conteúdo sintético 312,1762196391,2025-11-03
313,15,False,Alice,123456789,group,Conversa aleatória 313,1762322133,2025-11-05
314,23,True,Carla,123456789,group,Mensagem curta 314,1762095299,2025-11-02
315,4,False,Lucas,123456789,group,Resposta 315 da simulação,1762019288,2025-11-01
316,16,False,Olivia,123456789,group,Detalhe técnico 316 no pipeline,1762196796,2025-11-03
317,15,False,João,123456789,group,Simulação de chat: linha 317,1762259078,2025-11-04
318,16,True,Isabela,123456789,group,Mensagem curta 318,1761961861,2025-11-01
319,37,False,João,123456789,group,Comentário rápido 319,1762160502,2025-11-03
320,9,False,Hugo,123456789,group,Detalhe técnico 320 no pipeline,1762105842,2025-11-02
321,16,False,Karen,123456789,group,Resposta 321 da simulação,1762111147,2025-11-02
322,45,False,Hugo,123456789,group,Detalhe técnico 322 no pipeline,1762352047,2025-11-05
323,39,False,Bruno,123456789,group,Simulação de chat: linha 323,1762360863,2025-11-05
324,9,True,João,123456789,group,Exemplo de conteúdo sintético 324,1762085279,2025-11-02
325,14,False,Marina,123456789,group,Comentário rápido 325,1762034433,2025-11-01
326,50,False,Sara,123456789,group,Simulação de chat: linha 326,1762093387,2025-11-02
327,29,True,Giovana,123456789,group,Simulação de chat: linha 327,1762311144,2025-11-05
328,27,False,Eva,123456789,group,Mensagem de teste número 328,1762006216,2025-11-01
329,37,False,Eva,123456789,group,Detalhe técnico 329 no pipeline,1762338907,2025-11-05
330,15,False,Isabela,123456789,group,Mensagem de teste número 330,1762185530,2025-11-03
331,10,False,Nicolas,123456789,group,Conversa aleatória 331,1762047309,2025-11-02
332,12,True,Felipe,123456789,group,Exemplo de conteúdo sintético 332,1762116615,2025-11-02
333,31,False,Carla,123456789,group,Mensagem de teste número 333,1762317211,2025-11-05
334,20,True,Felipe,123456789,group,"Olá, esta é a mensagem 334",1762187503,2025-11-03
